strategy,scenario,seed,max_steps,environment_backend,completed,completion_rate,makespan,delivered_resources,total_resources,total_collected_value,average_travel_distance,idle_time_ratio,average_team_formation_time,replans,communication_messages,llm_token_usage,average_llm_latency_ms,invalid_llm_outputs,failure_recovery_time,stage_available,stage_world_path,stage_bitmap_path,stage_manifest_path,stage_smoketest_passed,notes
llm,more_agents,14,260,stage_world,True,1.0,192,12,12,164,185.0,0.036458333333333336,9.166666666666666,9,103,20857,3186.7306731741587,0,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed14.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed14_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed14_stage_manifest.json,,"{'explored_ratio': 0.9710982658959537, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,15,260,stage_world,True,1.0,198,12,12,161,172.33333333333334,0.12962962962962962,13.583333333333334,9,106,23216,2707.497139646439,2,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed15.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed15_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed15_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,16,260,stage_world,True,1.0,186,12,12,177,172.33333333333334,0.07347670250896057,11.916666666666666,10,105,19908,2385.1827499870897,1,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed16.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed16_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed16_stage_manifest.json,,"{'explored_ratio': 0.9913294797687862, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,17,260,stage_world,True,1.0,224,12,12,161,189.16666666666666,0.15550595238095238,10.25,10,117,23399,3744.4120203682946,1,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed17.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed17_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed17_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,18,260,stage_world,True,1.0,200,12,12,164,179.16666666666666,0.10416666666666667,12.25,9,102,21308,2855.369007260306,1,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed18.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed18_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed18_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,19,260,stage_world,True,1.0,184,12,12,161,171.66666666666666,0.06702898550724638,10.916666666666666,11,97,19795,2351.932716255353,0,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed19.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed19_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed19_stage_manifest.json,,"{'explored_ratio': 0.9971098265895953, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,0,260,stage_world,True,1.0,222,10,10,161,214.0,0.036036036036036036,12.1,9,1150,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed0.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed0_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed0_stage_manifest.json,,"{'explored_ratio': 0.9969879518072289, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,1,260,stage_world,False,0.9,260,9,10,145,208.8,0.19692307692307692,13.555555555555555,10,1336,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed1.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed1_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed1_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,2,260,stage_world,True,1.0,238,10,10,172,200.4,0.15798319327731092,10.6,8,1220,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed2.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed2_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed2_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,3,260,stage_world,False,0.8,260,8,10,143,205.2,0.21076923076923076,12.25,9,1335,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed3.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed3_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed3_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,4,260,stage_world,True,1.0,190,10,10,152,171.2,0.09894736842105263,10.3,10,990,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed4.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed4_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed4_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,5,260,stage_world,True,1.0,188,10,10,167,160.8,0.14468085106382977,8.6,9,978,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed5.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed5_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed5_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,6,260,stage_world,False,0.8,260,8,10,141,180.0,0.3076923076923077,11.0,9,1327,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed6.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed6_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed6_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,7,260,stage_world,True,1.0,249,10,10,157,198.8,0.20160642570281123,11.1,9,1277,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed7.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed7_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed7_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,8,260,stage_world,True,1.0,198,10,10,137,183.2,0.07474747474747474,14.1,9,1026,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed8.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed8_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed8_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,9,260,stage_world,True,1.0,186,10,10,147,167.4,0.1,8.0,9,965,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed9.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed9_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed9_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,10,260,stage_world,True,1.0,200,10,10,173,168.0,0.16,11.3,10,1039,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed10.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed10_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed10_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,11,260,stage_world,False,0.7,260,7,10,123,168.6,0.3515384615384615,13.571428571428571,8,1322,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed11.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed11_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed11_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,12,260,stage_world,True,1.0,210,10,10,173,198.8,0.05333333333333334,12.7,10,1089,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed12.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed12_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed12_stage_manifest.json,,"{'explored_ratio': 0.9789156626506024, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,13,260,stage_world,False,0.8,260,8,10,140,176.8,0.32,11.625,8,1327,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed13.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed13_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed13_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,14,260,stage_world,True,1.0,188,10,10,172,177.2,0.0574468085106383,11.1,9,979,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed14.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed14_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed14_stage_manifest.json,,"{'explored_ratio': 0.9728915662650602, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,15,260,stage_world,True,1.0,210,10,10,164,184.6,0.12095238095238095,9.5,10,1089,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed15.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed15_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed15_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,16,260,stage_world,True,1.0,252,10,10,157,229.0,0.09126984126984126,12.0,10,1301,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed16.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed16_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed16_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,17,260,stage_world,True,1.0,204,10,10,167,194.0,0.049019607843137254,8.8,10,1064,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed17.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed17_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed17_stage_manifest.json,,"{'explored_ratio': 0.9427710843373494, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,18,260,stage_world,True,1.0,218,10,10,168,190.0,0.12844036697247707,10.4,10,1131,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed18.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed18_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed18_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,high_coord,19,260,stage_world,False,0.9,260,9,10,146,193.2,0.2569230769230769,13.555555555555555,9,1334,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed19.world,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed19_floorplan.png,results_openai_gpt54/stage/high_coord/centralized/high_coord_centralized_seed19_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,0,260,stage_world,True,1.0,212,10,10,161,204.4,0.035849056603773584,9.1,9,97,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed0.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed0_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed0_stage_manifest.json,,"{'explored_ratio': 0.9728915662650602, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,1,260,stage_world,False,0.9,260,9,10,144,214.4,0.1753846153846154,13.444444444444445,10,107,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed1.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed1_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed1_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,2,260,stage_world,True,1.0,244,10,10,172,224.4,0.08032786885245902,12.1,10,106,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed2.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed2_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed2_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,3,260,stage_world,False,0.8,260,8,10,139,204.4,0.21384615384615385,13.375,9,95,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed3.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed3_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed3_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,4,260,stage_world,True,1.0,184,10,10,152,178.0,0.03260869565217391,14.7,10,84,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed4.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed4_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed4_stage_manifest.json,,"{'explored_ratio': 0.8855421686746988, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,5,260,stage_world,True,1.0,192,10,10,167,154.4,0.19583333333333333,9.3,10,102,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed5.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed5_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed5_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,6,260,stage_world,False,0.8,260,8,10,136,181.6,0.30153846153846153,13.875,9,111,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed6.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed6_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed6_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,7,260,stage_world,True,1.0,254,10,10,157,203.6,0.1984251968503937,12.1,10,113,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed7.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed7_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed7_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,8,260,stage_world,True,1.0,198,10,10,137,187.0,0.05555555555555555,14.8,9,86,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed8.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed8_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed8_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,9,260,stage_world,True,1.0,186,10,10,147,160.2,0.13870967741935483,8.7,9,90,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed9.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed9_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed9_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,10,260,stage_world,True,1.0,188,10,10,173,163.4,0.13085106382978723,9.3,10,91,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed10.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed10_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed10_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,11,260,stage_world,False,0.7,260,7,10,123,178.0,0.3153846153846154,13.571428571428571,8,102,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed11.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed11_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed11_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,12,260,stage_world,True,1.0,208,10,10,173,196.8,0.05384615384615385,12.7,10,99,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed12.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed12_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed12_stage_manifest.json,,"{'explored_ratio': 0.9668674698795181, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,13,260,stage_world,False,0.8,260,8,10,138,187.2,0.28,12.5,9,107,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed13.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed13_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed13_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,14,260,stage_world,True,1.0,176,10,10,172,170.4,0.031818181818181815,10.0,10,86,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed14.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed14_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed14_stage_manifest.json,,"{'explored_ratio': 0.8463855421686747, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,15,260,stage_world,True,1.0,190,10,10,164,167.8,0.1168421052631579,7.4,10,95,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed15.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed15_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed15_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,16,260,stage_world,True,1.0,244,10,10,157,229.0,0.06147540983606557,12.3,10,85,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed16.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed16_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed16_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,17,260,stage_world,True,1.0,220,10,10,167,210.0,0.045454545454545456,8.0,10,94,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed17.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed17_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed17_stage_manifest.json,,"{'explored_ratio': 0.9487951807228916, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,18,260,stage_world,True,1.0,200,10,10,168,192.8,0.036,9.8,10,90,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed18.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed18_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed18_stage_manifest.json,,"{'explored_ratio': 0.9969879518072289, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,high_coord,19,260,stage_world,False,0.9,260,9,10,140,200.8,0.2276923076923077,10.0,10,107,0,0.0,0,,False,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed19.world,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed19_floorplan.png,results_openai_gpt54/stage/high_coord/contract_net/high_coord_contract_net_seed19_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,high_coord,0,260,stage_world,True,1.0,216,10,10,161,203.6,0.05740740740740741,13.8,10,133,26187,2539.724030838417,0,,False,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed0.world,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed0_floorplan.png,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed0_stage_manifest.json,,"{'explored_ratio': 0.9457831325301205, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,high_coord,1,260,stage_world,False,0.9,260,9,10,145,199.2,0.23384615384615384,11.555555555555555,10,157,31678,3319.079086484674,1,,False,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed1.world,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed1_floorplan.png,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed1_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,high_coord,2,260,stage_world,True,1.0,240,10,10,172,218.0,0.09166666666666666,10.5,10,146,31245,2343.719420132693,1,,False,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed2.world,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed2_floorplan.png,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed2_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,high_coord,3,260,stage_world,False,0.8,260,8,10,144,201.6,0.2246153846153846,13.75,9,155,34757,2322.304850042296,0,,False,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed3.world,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed3_floorplan.png,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed3_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,high_coord,4,260,stage_world,True,1.0,192,10,10,152,182.8,0.04791666666666667,8.6,9,120,22413,3108.19790983786,0,,False,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed4.world,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed4_floorplan.png,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed4_stage_manifest.json,,"{'explored_ratio': 0.9909638554216867, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,high_coord,5,260,stage_world,True,1.0,182,10,10,167,150.0,0.17582417582417584,9.1,9,118,22754,2859.869967325712,0,,False,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed5.world,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed5_floorplan.png,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed5_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,high_coord,6,260,stage_world,False,0.8,260,8,10,140,169.6,0.3476923076923077,11.625,9,155,37238,2377.330618605304,2,,False,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed6.world,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed6_floorplan.png,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed6_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,high_coord,7,260,stage_world,False,0.9,260,9,10,143,204.4,0.21384615384615385,11.555555555555555,10,157,35812,2910.681625623256,0,,False,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed7.world,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed7_floorplan.png,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed7_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,high_coord,8,260,stage_world,True,1.0,202,10,10,137,193.6,0.041584158415841586,13.4,8,124,24162,3173.630412601884,0,,False,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed8.world,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed8_floorplan.png,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed8_stage_manifest.json,,"{'explored_ratio': 0.9909638554216867, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,high_coord,9,260,stage_world,True,1.0,168,10,10,147,160.8,0.04285714285714286,6.9,9,108,21426,3008.7742648422272,1,,False,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed9.world,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed9_floorplan.png,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed9_stage_manifest.json,,"{'explored_ratio': 0.9819277108433735, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,high_coord,10,260,stage_world,True,1.0,208,10,10,173,179.4,0.1375,11.0,7,127,24250,2311.163246036292,0,,False,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed10.world,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed10_floorplan.png,results_openai_gpt54/stage/high_coord/llm/high_coord_llm_seed10_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
